m,TagName,
"2020-12-01 00:00:00","c#","5718"
"2020-12-01 00:00:00","c++","4436"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","534"
"2020-12-01 00:00:00","java","7779"
"2020-12-01 00:00:00","javascript","15952"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4782"
"2020-12-01 00:00:00","python","22097"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","swift","2089"
"2021-01-01 00:00:00","assembly","307"
"2021-01-01 00:00:00","c","2558"
"2021-01-01 00:00:00","c#","6170"
"2021-01-01 00:00:00","c++","4091"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","8001"
"2021-01-01 00:00:00","javascript","16805"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4746"
"2021-01-01 00:00:00","python","22796"
"2021-01-01 00:00:00","r","4336"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2305"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2233"
"2021-02-01 00:00:00","c#","5778"
"2021-02-01 00:00:00","c++","4080"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","566"
"2021-02-01 00:00:00","java","7541"
"2021-02-01 00:00:00","javascript","15217"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4376"
"2021-02-01 00:00:00","python","21336"
"2021-02-01 00:00:00","r","4320"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2248"
"2021-03-01 00:00:00","assembly","318"
"2021-03-01 00:00:00","c","2475"
"2021-03-01 00:00:00","c#","6362"
"2021-03-01 00:00:00","c++","4279"
"2021-03-01 00:00:00","delphi","253"
"2021-03-01 00:00:00","go","753"
"2021-03-01 00:00:00","java","8632"
"2021-03-01 00:00:00","javascript","16698"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4739"
"2021-03-01 00:00:00","python","23737"
"2021-03-01 00:00:00","r","5163"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2373"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","c#","5873"
"2021-04-01 00:00:00","c++","3919"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","621"
"2021-04-01 00:00:00","java","7888"
"2021-04-01 00:00:00","javascript","15801"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4296"
"2021-04-01 00:00:00","python","22338"
"2021-04-01 00:00:00","r","4789"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2106"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2078"
"2021-05-01 00:00:00","c#","5704"
"2021-05-01 00:00:00","c++","4169"
"2021-05-01 00:00:00","delphi","168"
"2021-05-01 00:00:00","go","640"
"2021-05-01 00:00:00","java","7911"
"2021-05-01 00:00:00","javascript","15749"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4255"
"2021-05-01 00:00:00","python","22302"
"2021-05-01 00:00:00","r","4660"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1851"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1860"
"2021-06-01 00:00:00","c#","5602"
"2021-06-01 00:00:00","c++","3804"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7550"
"2021-06-01 00:00:00","javascript","14932"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4066"
"2021-06-01 00:00:00","python","20800"
"2021-06-01 00:00:00","r","4273"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1780"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1611"
"2021-07-01 00:00:00","c#","5182"
"2021-07-01 00:00:00","c++","3477"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6924"
"2021-07-01 00:00:00","javascript","14701"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3890"
"2021-07-01 00:00:00","python","20496"
"2021-07-01 00:00:00","r","4043"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1956"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1526"
"2021-08-01 00:00:00","c#","5088"
"2021-08-01 00:00:00","c++","3230"
"2021-08-01 00:00:00","delphi","134"
"2021-08-01 00:00:00","go","741"
"2021-08-01 00:00:00","java","6721"
"2021-08-01 00:00:00","javascript","14559"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3858"
"2021-08-01 00:00:00","python","19756"
"2021-08-01 00:00:00","r","4031"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1882"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5030"
"2021-09-01 00:00:00","c++","3576"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","617"
"2021-09-01 00:00:00","java","6580"
"2021-09-01 00:00:00","javascript","14356"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3695"
"2021-09-01 00:00:00","python","18937"
"2021-09-01 00:00:00","r","3895"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1616"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2086"
"2021-10-01 00:00:00","c#","5264"
"2021-10-01 00:00:00","c++","3695"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6530"
"2021-10-01 00:00:00","javascript","13765"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3582"
"2021-10-01 00:00:00","python","19722"
"2021-10-01 00:00:00","r","4169"
"2021-10-01 00:00:00","ruby","413"
"2021-10-01 00:00:00","swift","1559"
"2021-11-01 00:00:00","assembly","282"
"2021-11-01 00:00:00","c","2199"
"2021-11-01 00:00:00","c#","5566"
"2021-11-01 00:00:00","c++","3793"
"2021-11-01 00:00:00","delphi","139"
"2021-11-01 00:00:00","go","648"
"2021-11-01 00:00:00","java","6882"
"2021-11-01 00:00:00","javascript","13403"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3480"
"2021-11-01 00:00:00","python","19970"
"2021-11-01 00:00:00","r","4020"
"2021-11-01 00:00:00","ruby","392"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","265"
"2021-12-01 00:00:00","c","2092"
"2021-12-01 00:00:00","c#","5007"
"2021-12-01 00:00:00","c++","3551"
"2021-12-01 00:00:00","delphi","142"
"2021-12-01 00:00:00","go","716"
"2021-12-01 00:00:00","java","6158"
"2021-12-01 00:00:00","javascript","13016"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3233"
"2021-12-01 00:00:00","python","18943"
"2021-12-01 00:00:00","r","3533"
"2021-12-01 00:00:00","ruby","368"
"2021-12-01 00:00:00","swift","1414"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","c","1946"
"2022-01-01 00:00:00","c#","5244"
"2022-01-01 00:00:00","c++","3594"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","738"
"2022-01-01 00:00:00","java","6412"
"2022-01-01 00:00:00","javascript","13893"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3374"
"2022-01-01 00:00:00","python","19620"
"2022-01-01 00:00:00","r","3840"
"2022-01-01 00:00:00","ruby","442"
"2022-01-01 00:00:00","swift","1725"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1671"
"2022-02-01 00:00:00","c#","5074"
"2022-02-01 00:00:00","c++","3181"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","641"
"2022-02-01 00:00:00","java","5896"
"2022-02-01 00:00:00","javascript","12753"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3114"
"2022-02-01 00:00:00","python","19196"
"2022-02-01 00:00:00","r","3909"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","swift","1597"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1942"
"2022-03-01 00:00:00","c#","5660"
"2022-03-01 00:00:00","c++","3491"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","756"
"2022-03-01 00:00:00","java","6546"
"2022-03-01 00:00:00","javascript","13540"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3127"
"2022-03-01 00:00:00","python","20657"
"2022-03-01 00:00:00","r","4476"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1735"
"2022-04-01 00:00:00","assembly","247"
"2022-04-01 00:00:00","c","1736"
"2022-04-01 00:00:00","c#","5185"
"2022-04-01 00:00:00","c++","3460"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","708"
"2022-04-01 00:00:00","java","6331"
"2022-04-01 00:00:00","javascript","13431"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3179"
"2022-04-01 00:00:00","python","19780"
"2022-04-01 00:00:00","r","4174"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1446"
"2022-05-01 00:00:00","assembly","257"
"2022-05-01 00:00:00","c","1763"
"2022-05-01 00:00:00","c#","5478"
"2022-05-01 00:00:00","c++","3514"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","604"
"2022-05-01 00:00:00","java","6450"
"2022-05-01 00:00:00","javascript","13270"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3357"
"2022-05-01 00:00:00","python","19346"
"2022-05-01 00:00:00","r","4132"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","swift","1455"
"2022-06-01 00:00:00","assembly","238"
"2022-06-01 00:00:00","c","1558"
"2022-06-01 00:00:00","c#","5293"
"2022-06-01 00:00:00","c++","3067"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","675"
"2022-06-01 00:00:00","java","5693"
"2022-06-01 00:00:00","javascript","12575"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3201"
"2022-06-01 00:00:00","python","18710"
"2022-06-01 00:00:00","r","3887"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","swift","1508"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1378"
"2022-07-01 00:00:00","c#","5215"
"2022-07-01 00:00:00","c++","2980"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","681"
"2022-07-01 00:00:00","java","5393"
"2022-07-01 00:00:00","javascript","12712"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3087"
"2022-07-01 00:00:00","python","18986"
"2022-07-01 00:00:00","r","3661"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1467"
"2022-08-01 00:00:00","assembly","162"
"2022-08-01 00:00:00","c","1430"
"2022-08-01 00:00:00","c#","5475"
"2022-08-01 00:00:00","c++","2941"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","788"
"2022-08-01 00:00:00","java","5289"
"2022-08-01 00:00:00","javascript","13024"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3116"
"2022-08-01 00:00:00","python","18611"
"2022-08-01 00:00:00","r","3782"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1481"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1546"
"2022-09-01 00:00:00","c#","4978"
"2022-09-01 00:00:00","c++","2768"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","785"
"2022-09-01 00:00:00","java","5029"
"2022-09-01 00:00:00","javascript","11863"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2827"
"2022-09-01 00:00:00","python","17030"
"2022-09-01 00:00:00","r","3536"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1489"
"2022-10-01 00:00:00","assembly","225"
"2022-10-01 00:00:00","c","1885"
"2022-10-01 00:00:00","c#","5023"
"2022-10-01 00:00:00","c++","2917"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","681"
"2022-10-01 00:00:00","java","5273"
"2022-10-01 00:00:00","javascript","11603"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2761"
"2022-10-01 00:00:00","python","18468"
"2022-10-01 00:00:00","r","3911"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1325"
"2022-11-01 00:00:00","assembly","270"
"2022-11-01 00:00:00","c","2000"
"2022-11-01 00:00:00","c#","5163"
"2022-11-01 00:00:00","c++","2954"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","694"
"2022-11-01 00:00:00","java","5394"
"2022-11-01 00:00:00","javascript","11696"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2782"
"2022-11-01 00:00:00","python","18807"
"2022-11-01 00:00:00","r","3999"
"2022-11-01 00:00:00","ruby","413"
"2022-11-01 00:00:00","swift","1433"
"2022-12-01 00:00:00","assembly","259"
"2022-12-01 00:00:00","c","1723"
"2022-12-01 00:00:00","c#","4653"
"2022-12-01 00:00:00","c++","2605"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","597"
"2022-12-01 00:00:00","java","4790"
"2022-12-01 00:00:00","javascript","10244"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2365"
"2022-12-01 00:00:00","python","15822"
"2022-12-01 00:00:00","r","3203"
"2022-12-01 00:00:00","ruby","343"
"2022-12-01 00:00:00","swift","1222"
"2023-01-01 00:00:00","assembly","230"
"2023-01-01 00:00:00","c","1437"
"2023-01-01 00:00:00","c#","4696"
"2023-01-01 00:00:00","c++","2406"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","java","4683"
"2023-01-01 00:00:00","javascript","10014"
"2023-01-01 00:00:00","perl","72"
"2023-01-01 00:00:00","php","2522"
"2023-01-01 00:00:00","python","14974"
"2023-01-01 00:00:00","r","3256"
"2023-01-01 00:00:00","ruby","326"
"2023-01-01 00:00:00","swift","1205"
"2023-02-01 00:00:00","assembly","172"
"2023-02-01 00:00:00","c","1229"
"2023-02-01 00:00:00","c#","4106"
"2023-02-01 00:00:00","c++","2036"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","619"
"2023-02-01 00:00:00","java","4080"
"2023-02-01 00:00:00","javascript","8469"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2007"
"2023-02-01 00:00:00","python","13009"
"2023-02-01 00:00:00","r","3269"
"2023-02-01 00:00:00","ruby","313"
"2023-02-01 00:00:00","swift","1062"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1180"
"2023-03-01 00:00:00","c#","4227"
"2023-03-01 00:00:00","c++","2328"
"2023-03-01 00:00:00","delphi","122"
"2023-03-01 00:00:00","go","598"
"2023-03-01 00:00:00","java","4450"
"2023-03-01 00:00:00","javascript","8472"
"2023-03-01 00:00:00","perl","94"
"2023-03-01 00:00:00","php","1882"
"2023-03-01 00:00:00","python","12761"
"2023-03-01 00:00:00","r","3293"
"2023-03-01 00:00:00","ruby","263"
"2023-03-01 00:00:00","swift","1128"
"2023-04-01 00:00:00","assembly","181"
"2023-04-01 00:00:00","c","1097"
"2023-04-01 00:00:00","c#","3304"
"2023-04-01 00:00:00","c++","1768"
"2023-04-01 00:00:00","delphi","115"
"2023-04-01 00:00:00","go","481"
"2023-04-01 00:00:00","java","3577"
"2023-04-01 00:00:00","javascript","6549"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1584"
"2023-04-01 00:00:00","python","10039"
"2023-04-01 00:00:00","r","2597"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","894"
"2023-05-01 00:00:00","assembly","161"
"2023-05-01 00:00:00","c","979"
"2023-05-01 00:00:00","c#","3224"
"2023-05-01 00:00:00","c++","1632"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","390"
"2023-05-01 00:00:00","java","3294"
"2023-05-01 00:00:00","javascript","6123"
"2023-05-01 00:00:00","perl","53"
"2023-05-01 00:00:00","php","1617"
"2023-05-01 00:00:00","python","9539"
"2023-05-01 00:00:00","r","2368"
"2023-05-01 00:00:00","ruby","223"
"2023-05-01 00:00:00","swift","805"
"2023-06-01 00:00:00","assembly","140"
"2023-06-01 00:00:00","c","816"
"2023-06-01 00:00:00","c#","3243"
"2023-06-01 00:00:00","c++","1647"
"2023-06-01 00:00:00","delphi","107"
"2023-06-01 00:00:00","go","497"
"2023-06-01 00:00:00","java","3329"
"2023-06-01 00:00:00","javascript","5873"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1550"
"2023-06-01 00:00:00","python","9075"
"2023-06-01 00:00:00","r","2208"
"2023-06-01 00:00:00","ruby","191"
"2023-06-01 00:00:00","swift","937"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","841"
"2023-07-01 00:00:00","c#","3284"
"2023-07-01 00:00:00","c++","1662"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","491"
"2023-07-01 00:00:00","java","3149"
"2023-07-01 00:00:00","javascript","5946"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1447"
"2023-07-01 00:00:00","python","9022"
"2023-07-01 00:00:00","r","2021"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","934"
"2023-08-01 00:00:00","assembly","136"
"2023-08-01 00:00:00","c","796"
"2023-08-01 00:00:00","c#","3095"
"2023-08-01 00:00:00","c++","1520"
"2023-08-01 00:00:00","delphi","94"
"2023-08-01 00:00:00","go","463"
"2023-08-01 00:00:00","java","3045"
"2023-08-01 00:00:00","javascript","5249"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1505"
"2023-08-01 00:00:00","python","8277"
"2023-08-01 00:00:00","r","1999"
"2023-08-01 00:00:00","ruby","175"
"2023-08-01 00:00:00","swift","770"
"2023-09-01 00:00:00","assembly","137"
"2023-09-01 00:00:00","c","821"
"2023-09-01 00:00:00","c#","2659"
"2023-09-01 00:00:00","c++","1383"
"2023-09-01 00:00:00","delphi","98"
"2023-09-01 00:00:00","go","400"
"2023-09-01 00:00:00","java","2682"
"2023-09-01 00:00:00","javascript","4507"
"2023-09-01 00:00:00","perl","58"
"2023-09-01 00:00:00","php","1394"
"2023-09-01 00:00:00","python","6997"
"2023-09-01 00:00:00","r","1745"
"2023-09-01 00:00:00","ruby","167"
"2023-09-01 00:00:00","swift","713"
"2023-10-01 00:00:00","assembly","161"
"2023-10-01 00:00:00","c","889"
"2023-10-01 00:00:00","c#","2634"
"2023-10-01 00:00:00","c++","1554"
"2023-10-01 00:00:00","delphi","143"
"2023-10-01 00:00:00","go","394"
"2023-10-01 00:00:00","java","2664"
"2023-10-01 00:00:00","javascript","4188"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1216"
"2023-10-01 00:00:00","python","7147"
"2023-10-01 00:00:00","r","1732"
"2023-10-01 00:00:00","ruby","164"
"2023-10-01 00:00:00","swift","737"
"2023-11-01 00:00:00","assembly","165"
"2023-11-01 00:00:00","c","938"
"2023-11-01 00:00:00","c#","2954"
"2023-11-01 00:00:00","c++","1421"
"2023-11-01 00:00:00","delphi","102"
"2023-11-01 00:00:00","go","396"
"2023-11-01 00:00:00","java","3030"
"2023-11-01 00:00:00","javascript","4754"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1316"
"2023-11-01 00:00:00","python","7845"
"2023-11-01 00:00:00","r","1875"
"2023-11-01 00:00:00","ruby","145"
"2023-11-01 00:00:00","swift","818"
"2023-12-01 00:00:00","assembly","179"
"2023-12-01 00:00:00","c","856"
"2023-12-01 00:00:00","c#","2616"
"2023-12-01 00:00:00","c++","1405"
"2023-12-01 00:00:00","delphi","74"
"2023-12-01 00:00:00","go","322"
"2023-12-01 00:00:00","java","2505"
"2023-12-01 00:00:00","javascript","4673"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","1197"
"2023-12-01 00:00:00","python","6897"
"2023-12-01 00:00:00","r","1595"
"2023-12-01 00:00:00","ruby","153"
"2023-12-01 00:00:00","swift","730"
"2024-01-01 00:00:00","assembly","175"
"2024-01-01 00:00:00","c","813"
"2024-01-01 00:00:00","c#","2656"
"2024-01-01 00:00:00","c++","1562"
"2024-01-01 00:00:00","delphi","86"
"2024-01-01 00:00:00","go","338"
"2024-01-01 00:00:00","java","2839"
"2024-01-01 00:00:00","javascript","5038"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1376"
"2024-01-01 00:00:00","python","7648"
"2024-01-01 00:00:00","r","1790"
"2024-01-01 00:00:00","ruby","161"
"2024-01-01 00:00:00","swift","855"
"2024-02-01 00:00:00","assembly","131"
"2024-02-01 00:00:00","c","761"
"2024-02-01 00:00:00","c#","2675"
"2024-02-01 00:00:00","c++","1427"
"2024-02-01 00:00:00","delphi","109"
"2024-02-01 00:00:00","go","304"
"2024-02-01 00:00:00","java","2738"
"2024-02-01 00:00:00","javascript","4680"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1296"
"2024-02-01 00:00:00","python","7738"
"2024-02-01 00:00:00","r","1820"
"2024-02-01 00:00:00","ruby","157"
"2024-02-01 00:00:00","swift","666"
"2024-03-01 00:00:00","assembly","138"
"2024-03-01 00:00:00","c","732"
"2024-03-01 00:00:00","c#","2573"
"2024-03-01 00:00:00","c++","1328"
"2024-03-01 00:00:00","delphi","97"
"2024-03-01 00:00:00","go","322"
"2024-03-01 00:00:00","java","2796"
"2024-03-01 00:00:00","javascript","4671"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1352"
"2024-03-01 00:00:00","python","7319"
"2024-03-01 00:00:00","r","1682"
"2024-03-01 00:00:00","ruby","136"
"2024-03-01 00:00:00","swift","718"
"2024-04-01 00:00:00","assembly","185"
"2024-04-01 00:00:00","c","736"
"2024-04-01 00:00:00","c#","2710"
"2024-04-01 00:00:00","c++","1302"
"2024-04-01 00:00:00","delphi","105"
"2024-04-01 00:00:00","go","302"
"2024-04-01 00:00:00","java","2554"
"2024-04-01 00:00:00","javascript","4202"
"2024-04-01 00:00:00","perl","26"
"2024-04-01 00:00:00","php","1175"
"2024-04-01 00:00:00","python","7291"
"2024-04-01 00:00:00","r","1535"
"2024-04-01 00:00:00","ruby","114"
"2024-04-01 00:00:00","swift","683"
"2024-05-01 00:00:00","assembly","178"
"2024-05-01 00:00:00","c","658"
"2024-05-01 00:00:00","c#","2461"
"2024-05-01 00:00:00","c++","1415"
"2024-05-01 00:00:00","delphi","101"
"2024-05-01 00:00:00","go","268"
"2024-05-01 00:00:00","java","2244"
"2024-05-01 00:00:00","javascript","3948"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","1148"
"2024-05-01 00:00:00","python","6842"
"2024-05-01 00:00:00","r","1373"
"2024-05-01 00:00:00","ruby","117"
"2024-05-01 00:00:00","swift","609"
"2024-06-01 00:00:00","assembly","86"
"2024-06-01 00:00:00","c","532"
"2024-06-01 00:00:00","c#","1928"
"2024-06-01 00:00:00","c++","1059"
"2024-06-01 00:00:00","delphi","67"
"2024-06-01 00:00:00","go","223"
"2024-06-01 00:00:00","java","1669"
"2024-06-01 00:00:00","javascript","2928"
"2024-06-01 00:00:00","perl","29"
"2024-06-01 00:00:00","php","946"
"2024-06-01 00:00:00","python","5027"
"2024-06-01 00:00:00","r","1086"
"2024-06-01 00:00:00","ruby","108"
"2024-06-01 00:00:00","swift","575"
"2024-07-01 00:00:00","assembly","91"
"2024-07-01 00:00:00","c","557"
"2024-07-01 00:00:00","c#","2094"
"2024-07-01 00:00:00","c++","1129"
"2024-07-01 00:00:00","delphi","54"
"2024-07-01 00:00:00","go","250"
"2024-07-01 00:00:00","java","1529"
"2024-07-01 00:00:00","javascript","2892"
"2024-07-01 00:00:00","perl","34"
"2024-07-01 00:00:00","php","865"
"2024-07-01 00:00:00","python","5232"
"2024-07-01 00:00:00","r","1057"
"2024-07-01 00:00:00","ruby","93"
"2024-07-01 00:00:00","swift","577"
"2024-08-01 00:00:00","assembly","114"
"2024-08-01 00:00:00","c","483"
"2024-08-01 00:00:00","c#","1853"
"2024-08-01 00:00:00","c++","1031"
"2024-08-01 00:00:00","delphi","84"
"2024-08-01 00:00:00","go","209"
"2024-08-01 00:00:00","java","1211"
"2024-08-01 00:00:00","javascript","2511"
"2024-08-01 00:00:00","perl","42"
"2024-08-01 00:00:00","php","809"
"2024-08-01 00:00:00","python","4534"
"2024-08-01 00:00:00","r","879"
"2024-08-01 00:00:00","ruby","106"
"2024-08-01 00:00:00","swift","548"
"2024-09-01 00:00:00","assembly","87"
"2024-09-01 00:00:00","c","448"
"2024-09-01 00:00:00","c#","1569"
"2024-09-01 00:00:00","c++","991"
"2024-09-01 00:00:00","delphi","67"
"2024-09-01 00:00:00","go","155"
"2024-09-01 00:00:00","java","1275"
"2024-09-01 00:00:00","javascript","2173"
"2024-09-01 00:00:00","perl","26"
"2024-09-01 00:00:00","php","607"
"2024-09-01 00:00:00","python","3720"
"2024-09-01 00:00:00","r","750"
"2024-09-01 00:00:00","ruby","83"
"2024-09-01 00:00:00","swift","516"
"2024-10-01 00:00:00","assembly","97"
"2024-10-01 00:00:00","c","474"
"2024-10-01 00:00:00","c#","1707"
"2024-10-01 00:00:00","c++","1016"
"2024-10-01 00:00:00","delphi","94"
"2024-10-01 00:00:00","go","189"
"2024-10-01 00:00:00","java","1627"
"2024-10-01 00:00:00","javascript","2064"
"2024-10-01 00:00:00","perl","23"
"2024-10-01 00:00:00","php","732"
"2024-10-01 00:00:00","python","3778"
"2024-10-01 00:00:00","r","831"
"2024-10-01 00:00:00","ruby","64"
"2024-10-01 00:00:00","swift","505"
